title,nation,polarity,subjectivity
Maui (Edith Howes version),Maori,0.11038228606410425,0.5329008701735976
Right and Wrong,Serbian,0.039343801208207976,0.5579553403282216
Marion,North American Native,0.10978260869565219,0.5173913043478261
The Sing-Song of Old Man Kangaroo,English,0.06542620468756831,0.3541107545653001
Virigilius the Sorcerer,German,0.08210932588794594,0.4818937608046522
The Toy Goose,Danish,0.2826338245088245,0.5110851648351648
The Mayamah,Australian Ethnic,0.05132121212121213,0.4439151515151515
The Devil's Sooty Brother,German,0.05406508264462811,0.45151810310901225
The Bottle Neck,Scandinavian,0.1713821671765133,0.46977092352092376
"How the Otter Skin Became Great ""Medicine""",North American Native,0.13659571909571908,0.5120171957671961
The Gardener and His Dog,Greek,0.22169312169312164,0.4522486772486773
Pokepsie,North American Native,0.14118589743589746,0.5137820512820513
The Princess and the Pea,Scandinavian,-0.08753968253968249,0.44015873015873025
The Courtship of Myles Standish,North American Native,0.21379310344827585,0.48362068965517235
The Three Princesses of Whiteland,Norwegian,0.09695982527377875,0.4295028915959147
The Well of the World's End,English,0.09521055796055797,0.5663730158730158
Harisarman,Indian,0.15338167388167387,0.5716955266955267
The Story of the Husband and the Parrot,Arabic,0.12023208273208276,0.4431697931697931
Far Away and Long Ago,Nordic,-0.05201277480689246,0.5793746286393345
Reygoch,Croatian,0.07564342059557336,0.4882028682628375
The Children of Hameln (The Pied Piper),German,0.050024975024975014,0.46409423909423914
A Legend of Confucius,Chinese,0.15133744855967077,0.39341563786008227
Maiden Swanwhite and Maiden Foxtail,Scandinavian,0.1472301302498671,0.5956545530492898
The Bishop of Borglum and His Warriors,Scandinavian,0.025832994373262832,0.4572181547013761
The Monkey and the Cat,French,0.03763227513227512,0.5654100529100529
The Two Brothers (South African Fairy Tale),South African,0.03646572104018911,0.40127068557919626
Lumabet,Philippine,0.0741109573486622,0.42505464480874294
Why the Moon Waxes and Wanes,Nigerian,-0.0014567183462532336,0.36505167958656326
The Beetle and the Silken Thread,Indian,0.16248818752307134,0.5581293835363603
The Snake Prince,Indian,0.08171019705759551,0.5123507555614157
Princess Finola and the Dwarf,Irish,0.08290710898180413,0.45496007549361217
The Bird with Nine Heads,Chinese,0.11054323329604228,0.4589174246477616
Gambling Hansel,German,0.10895390070921977,0.36187943262411354
The Magic Jawbone,Maori,0.09568346925384329,0.5360964609537442
The Three Musicians,German,0.13159520897955934,0.5030364954380704
Riquet with the Tuft,French,0.2227548625083837,0.5704696698710783
The Countryman and the Serpent,French,0.2571428571428571,0.4642857142857143
The Story of the Three Little Pigs,English,-0.01731507490636701,0.47113295880149814
Sale of the Southwicks,North American Native,0.10639329805996472,0.6024691358024691
The Lassie and her Grandmother,Norwegian,0.16568216976055963,0.5026415792305624
"The Renowned Hero, Bova Korolevich and the Princess Drushnevna",Russian,0.11024006790569837,0.5103177806565454
A Year and a Day,Irish,0.14567028335050947,0.5048239399489395
Odin Wins for Men the Magic Mead,Nordic,0.1511733912155261,0.6381609027676444
Old Man's Treachery,North American Native,0.0451322751322751,0.4533318636096413
How the Raja's Son Won the Princess Labam,Indian,0.13308347098987505,0.4449241986803565
The Heartless Husband,Chinese,0.13915880912125553,0.500687128798717
The Kingdom of the Lion,Greek,0.055587121212121206,0.6447916666666667
The Woodman and Mercury,French,0.11029629629629631,0.6085132275132275
The Acorn and the Pumpkin,French,0.11447510822510826,0.6252254689754689
The Fairies' Mint,Welsh,0.07196969696969698,0.4035353535353536
The Dragon's Tail,German,0.07990771142003539,0.5084868605572834
The She-Wolf,Croatian,0.04675719246031743,0.4087301587301587
The Witch and Her Servants,Russian,0.0958356250864813,0.48335258982519236
The Lucky Fisherman,Nigerian,0.02434731934731935,0.4210256410256411
Sparrow's Search for the Rain,North American Native,0.17862582015896955,0.4915276681575026
Slipfoot and How He Nearly Always Never Gets What He Goes After,North American Native,0.027765195509097954,0.3914711575687187
The Most Cunning Animal,Belgian,0.05523405349794239,0.5207186948853616
The Jezinkas,Czechoslovak,0.10656061035525316,0.4479922524565384
The Messengers,Portuguese,0.2122592592592592,0.43129629629629623
The Bad Little Girl of Acoma,North American Native,-0.1389775937339497,0.4334981167608286
Transmigration of the Soul,Ukrainian,0.18384920634920637,0.5379126984126984
The Cottager and His Cat,Icelandic,0.06628866385276637,0.47835879694854033
The Wolf Accusing the Fox,French,-0.01798469387755101,0.43826530612244896
"The Boy, the Coyote, and the Magic Rock",North American Native,0.071385582010582,0.4453439153439154
The Eagle and His Captor,Greek,0.08901098901098901,0.3432234432234432
Gracioa and Percinet,French,0.12041218964422855,0.5405030967953298
The Three Brothers (Robert Nisbet Bain),Ukrainian,0.11948784722222221,0.4327083333333334
The Wanderers,Maori,0.13176775271512114,0.5465302650565809
The King and His Daughters,Pakistani,0.21917562724014336,0.4437275985663083
"Sun, Moon and Wind Go out to Dinner",Indian,0.2065724206349206,0.6807638888888891
The Story of the Tikgi,Philippine,0.2022058823529412,0.5845588235294119
Prince Lindworm,Norwegian,0.126869546001655,0.4280858346498158
Huntsman the Unlucky,Russian,0.14815731646825395,0.532979365079365
Schippeitaro,Japanese,0.11161736411736413,0.47927008177008146
Stribor's Forest,Croatian,0.09051197549726964,0.4893600288600295
A Fish Story,Australian Ethnic,0.025185101466747035,0.5694780992565803
The Wind and the Sun,Greek,0.010277777777777764,0.43472222222222223
Yuletide Specters,Swedish,0.029829014939309072,0.45002917833800193
The White Duck,Russian,0.08320553221288522,0.4886843487394958
The Story of Bensurdatu,Italian,0.09615672557682867,0.48631197839960755
Grandma's Christmas Gifts,North American Native,0.07037109820004557,0.46889154704944175
Sweet Poridge,German,0.15109890109890112,0.5290750915750917
"Many, Many Weddings in One Corner House",North American Native,0.03672453703703704,0.5045949074074075
Brälgah the Dancing Bird,Australian Ethnic,0.052675985166793955,0.4615019240019237
The Lime-Tree,Russian,0.06056517556517557,0.6555823903192324
The Man and the Wood,Greek,-0.20777777777777778,0.3844444444444445
Bougoodoogahdah the Rain Bird,Australian Ethnic,-0.014117199391171993,0.36882420091324186
The Crow and Cat of Hopkinshill,North American Native,0.06851851851851853,0.3421296296296297
The Wonderful Hair,Slavic,0.1376227106227106,0.4792344322344322
The Story of Crivòliu,Italian,0.10388136169386172,0.4448458948458948
The Jealous Sisters,Albanian,0.1507500537287771,0.44710616806361486
The Three Cows,English,-0.011082799145299142,0.3784946581196581
The Consecration of Washington,North American Native,0.16950522303783175,0.462244337787816
The Red Shoes,Nordic,0.08861033038271836,0.4368866167000497
Why the Chimes Rang,North American Native,0.1864587542087543,0.5744526214526217
Old Dschang,Chinese,0.10783459595959598,0.3632323232323234
Corvetto,Italian,0.14611190025252524,0.5701877065586743
The Fox and the Goat,Greek,0.13211805555555553,0.4689236111111111
The Night After Christmas,North American Native,-0.02901785714285716,0.4301190476190476
The Mole and His Mother,Greek,-0.15357142857142855,0.6603174603174603
Lady Eleanore's Mantle,North American Native,0.1124526160481217,0.5338599477925322
The Duration of Life,German,0.07407485979929161,0.4291260822510822
"Mr. ""Get-Even"" Coyote",North American Native,0.12088462752525254,0.4997080176767676
"The Fox, the Wolf and the Horse",French,0.07241773504273503,0.4499059829059829
Prince Unexpected,Polish,0.10048989527614069,0.5280138314803744
The Bremen Town-Musicians,German,0.1373252615440115,0.4688293650793652
Second Sight,Japanese,0.03732492997198878,0.40885854341736705
The Shepherd of Myddvai,Celtic,0.10499999999999994,0.39483333333333326
The Woman with Three Hundred and Sixty-Six Children,Dutch,0.1016104460240263,0.4803246456332876
The Fox and the Grapes,Greek,0.06833333333333333,0.3738888888888889
The Dead Ship of Harpswell,North American Native,0.08888888888888889,0.6722222222222223
The Honest but Rash Hunter,Indian,0.07703523328523323,0.4796580325992092
Prince Darling,French,0.10366587089381218,0.5898484678719972
The Three Brothers,German,0.19660449479598419,0.48775459764821466
The Fairy Ring,Greek,0.13729036131996658,0.5013687865497078
Going A-Traveling,German,-0.005555555555555558,0.28055555555555567
The Oyster and the Litigants,French,0.12136752136752138,0.45940170940170943
Smallhead and the King's Sons,Celtic,0.1628257170165341,0.4622205595459791
The Shee an Gannon and the Gruagach Gaire,Irish,0.07920313264465624,0.44315953836340133
Why Blackfeet Never Kill Mice,North American Native,0.09848912052859421,0.49309210526315755
The Princess Bella-Flor,Spanish,0.08384450171821306,0.4684327442317134
The Fate of the Turtle,Indian,0.14448608894315304,0.5590878169449599
The Fairies of Merlin's Craig,Scottish,-0.008246682511388404,0.41174489998019415
Ouyan the Curlew,Australian Ethnic,-0.004843395691609977,0.5140802154195011
The Wonderful Hair,Serbian,0.10705853174603172,0.40242063492063496
Tyr and the Wolf,Scandinavian,0.22549454099821753,0.6000192683133861
The Gifts of the Magician,Finnish,0.12862800727207507,0.47128386365674524
"The Two Rats, the Fox and the Egg",French,0.18603896103896103,0.46006493506493507
Mooregoo the Mopoke and Bahloo the Moon,Australian Ethnic,0.195734126984127,0.598015873015873
Uletka and the White Lizard,Hungarian,0.15578851322890352,0.585599783966836
The Seven Swabians,German,0.1051820372914123,0.504989824989825
The Rising of Gouverneur Morris,North American Native,0.040832568105295355,0.33818487909397
The Vultures and the Pigeons,French,-0.06547619047619047,0.5665343915343916
The Farmer and the Money-Lender,Indian,0.03170011749438833,0.48308702100368756
The Ant and the Mouse,Italian,0.0876953125,0.5390625
How the Cobbler Cheated the Devil,English,-0.04152966742252455,0.5224766943814562
The Eagle and the Owl,French,-0.2515625,0.5109374999999999
The Story of the Three Bears,English,0.07747587142059505,0.49600462630613434
Reflections,Japanese,0.11883390210258035,0.48994330275939485
The Laughing Prince: The Boy Who Could Talk Nonsense,Slavic,0.1379759986914087,0.5139944074980308
Dogedog,Philippine,0.04794430651048299,0.40185340802987857
Saved by His Tail,South African,0.09584998107974964,0.47619946091644233
The Star Money,German,0.0011236886236886169,0.5058392808392809
The Plague and the Peasant,Polish,0.045070654277971335,0.47384049554781266
The Three Chests: The Story of the Wicked Old Man of the Sea,Finnish,0.09103224566193671,0.4387329931972793
The Man Who Would Not Scold,Chinese,0.12137182333635986,0.5617552464181675
The Youth and the Maiden with Stars on their Foreheads   and Crescents on their Breasts,Albanian,0.2096801067149904,0.48100523507500254
Prunella,Italian,0.031441458982346834,0.4824506749740396
The Mink and the Wolf,North American Native,0.12094832611832611,0.43642764790764793
The Fisherman Piping,Greek,0.255,0.3466666666666667
How Black Became White,Brazilian,0.0682061815336463,0.5275665101721444
The Little Spirit or Boy-Man,North American Native,0.12684780442797453,0.48494360206402115
The Listening King,Portuguese,0.20989634973001906,0.6049800132663035
How the Hat Ashes Shovel Helped Snoo Foo,North American Native,0.1184941951987407,0.28879378197560013
Pinkel the Thief,Scandinavian,0.10050812555500059,0.46194688644688675
Tears of Pearls,Slavic,0.17704810667204743,0.5631317258541838
"The Ape, the Snake, and the Lion",Tanzanian,0.040963679453262784,0.45640211640211625
The Raven and the Swan,Greek,0.34722222222222227,0.45416666666666666
The Dun Cow,Russian,0.05218304050300733,0.42812473662031214
Why the Tortoise Has No Hair On,South African,0.09024874163633499,0.4433921661533606
The Horse and the Wolf,French,0.19375,0.6324074074074074
The Two Goats,French,-0.040370370370370376,0.4425925925925926
The Adventures of Covan the Brown-Haired,Celtic,0.06781476117807057,0.4525072279838469
Prince Fickle and Fair Helena,German,0.14537410623084787,0.5268560808729349
The Star-Child,Irish,0.03969984979822001,0.5009645032947904
The Fox and the Hedgehog,Greek,-0.18171296296296294,0.43796296296296294
The Goat's Ears of the Emperor,Slavic,0.10456989247311826,0.4742245657568237
Balanced Rock,North American Native,0.14011111111111113,0.5025555555555554
Strangely Stricken Dead,Korean,0.11225649350649348,0.42597402597402606
The Boy Bathing,Greek,0.09000000000000001,0.4966666666666667
The Ox and the Frog,Greek,-0.04071637426900585,0.3935672514619883
The Poor Fisherman and His Wife,Philippine,0.13903225806451613,0.3914516129032257
Ferdinand the Faithful,German,0.054544479544479545,0.4801072501072499
The Miller's Cloak,Portuguese,0.1214695340501792,0.5703763440860214
Hereafterthis,English,0.14581280788177342,0.4131643404488231
Sky O'Dawn,Chinese,0.15834712615283272,0.4721023119392683
Meamei the Seven Sisters,Australian Ethnic,0.02869515877794024,0.4482407327771568
The Nurse and the Wolf,Greek,0.10388888888888888,0.3966666666666666
The Golden Godmother: The Story of Poor Lucas,Chinese,0.16069966824599827,0.45517120960434926
How the Animals Lost Their Tails and Got Them Back Traveling From Philadelphia to Medicine Hat,North American Native,0.05935565802560878,0.33279074237202316
The Princess Mayblossom,French,0.16079144061017614,0.5508552191556836
How the Moon and Stars Came to Be,Philippine,0.0761111111111111,0.5322222222222222
Watanabe Cuts Off the Oni's Arm,Japanese,0.03419617419617419,0.5004334554334555
The Gossips of St. John,Italian,0.007738095238095238,0.47261904761904766
The Death Of Abu Nowas And Of His Wife,French,0.03602408799777217,0.5191764132553605
The Story of the Hewn-Off Hand,Arabic,0.08358675251571739,0.47343582934441997
The Boys with the Golden Stars,Romanian,0.06568494793494796,0.46358539058539117
How the Argonauts Sailed to Colchis,Greek,0.12354906686518248,0.5242870450256817
The Buried Moon,English,0.06591382403227952,0.4947080668023083
The Buccaneer,North American Native,-0.038257575757575775,0.49166666666666664
Bopolûchî,Indian,0.10794474799249106,0.4998172198172199
The Cobbler Astrologer,Arabic,0.16361907551880586,0.5443196352009303
The Book of Magic,Russian,0.02378364856043428,0.524957053528482
Light Makes Prosperity,Indian,0.12996588056218156,0.49002024619371554
George with the Goat,Czechoslovak,0.05685194122694124,0.42404815529815526
Wayambeh the Turtle,Australian Ethnic,0.000319664902998231,0.4079144620811288
Condemned to the Noose,North American Native,0.03752705627705628,0.5798024891774892
Thor and Geirrod,Nordic,0.09399176954732515,0.6010699588477366
The Fellow Traveler,Danish,0.11798887406945878,0.4767353249782032
Ou' Jackalse takes Ou' Wolf a-Sheep Stealing,South African,0.09374273922451012,0.4454193164088994
Why Dog and Cat are Enemies,Chinese,0.12431220095693782,0.38410087719298247
The Wolf and the Lamb,Greek,-0.14884259259259255,0.4342592592592592
The Headless Skeleton of Swamptown,North American Native,0.09533333333333333,0.43700000000000006
The Three Enchanted Princes,Italian,0.19248806340718105,0.4719768589253884
The Flying Lion,South African,0.009360366914174861,0.46589587932303184
Goolahwilleel the Topknot Pigeons,Australian Ethnic,0.1886818495514148,0.477311939268461
"Longstaff, Pinepuller and Rockheaver",Portuguese,0.15864595358345362,0.5063566468253972
Dimian the Peasant,Russian,0.36080770107085897,0.5304951773372825
The Good Husband and the Bad Wife,Indian,0.1156581689915023,0.4130070546737213
The Peruonto,Italian,0.15155866555376366,0.5620593422554209
"Cinderella, or the Little Glass Slipper",French,0.23085172026925957,0.5273486453918392
Beereeun the Mirage Maker,Australian Ethnic,-0.02997368558860495,0.4205884303868176
The Brownie of the Lake,French,0.0645528508576189,0.4777947739545679
"The Son of the King of Erin, and the Giant of Loch Léin",Irish,0.1017125582750584,0.5183670033670037
The Half-Chick,Spanish,0.018774888610414934,0.4804379003063214
The Three Black Princesses,German,0.14021929824561408,0.5139473684210527
The Rabbit's Eyes,Korean,0.12888386975343497,0.5391686272664533
Peter Fullune and the Egg,Italian,0.35714285714285715,0.4035714285714286
Love and Treason,North American Native,0.05735294117647057,0.5313725490196078
The Magic Cask,Chinese,0.0011586452762923426,0.4926470588235295
The Dog and the Sow,Greek,0.01499999999999999,0.5016666666666667
The Two Sisters,English,0.08513908991737966,0.5188740079365078
Taking Away the Sun,North American Native,0.057669933950421755,0.43093915343915346
The Cookooburrahs and the Goolahgool,Australian Ethnic,-0.04231552981552982,0.41823251823251834
The Clever Girl,Italian,0.1579365079365079,0.46110602360602343
The Fairy Children,English,0.21452752976190473,0.49633556547619034
Aponibolinayen,Philippine,0.23573059463684473,0.5557351791726792
The Jelly-Fish Takes a Journey,Japanese,0.11822591807285679,0.39555636540330397
The Bamboo-Cutter and the Moon-Child,Japanese,0.16296062787341867,0.5237751015134734
How Perseus Came Home Again,Greek,0.18041170634920628,0.5086061507936507
"The Table, the Sifter and the Pinchers",Portuguese,0.22935385101010103,0.5078152507215007
The Matsuyama Mirror,Japanese,0.19765216612960987,0.5740619405657
The Story of the Forty-First Brother,Ukrainian,0.008825952824532374,0.46554186554186544
The Huckabuck Family and How They Raised Pop Corn in Nebraska and Quit and Came Back,North American Native,0.10187725948696696,0.37568941696601266
The Legend of Rheineck,German,0.05067547053727957,0.4523062197434058
"Shush Shush, the Big Buff Banty Hen Who Laid an Egg in the Postmaster's Hat",North American Native,-0.02418300653594771,0.20163398692810455
The Story That Never Ends,Czechoslovak,0.05999999999999999,0.40499999999999997
The Fox and the Lion,Greek,0.03888888888888889,0.3592592592592593
The Dolphin,French,0.1348391377281104,0.5702407760640379
The Story of Sigmund and Signy,Nordic,0.1414259953973496,0.48806056019597693
The Old-Man and the Fairies,Welsh,0.18668981481481475,0.5476851851851853
The Dead Wife,North American Native,0.06154040404040404,0.3597979797979798
The Mouldy Penny,Dutch,0.11684716094091102,0.4568958610833612
How the Little Brother Set Free His Big Brothers,North American Native,0.056897754639467356,0.4377125790109219
Forgot-Me-Not,Hungarian,0.11923671288802869,0.5507323863902805
The Nightingale and the Swallow,Greek,-0.45340909090909093,0.6625
Sir Buzz,Indian,0.10845432198134802,0.5501953748006383
Bridesman Sun and Bride Bridekins,Croatian,0.1493611451977594,0.5338488938882642
The Rogue and the Herdsman,Icelandic,0.08732557450841029,0.46641593619205596
The Bear and the Fox,Greek,0.01499999999999999,0.475
Fairies of the Waterfall,Greek,0.04942455612020829,0.5156806575067444
The Legend of Knockfierna,Irish,0.10913989290495311,0.4602789546464243
The Slave and the Lion,Greek,0.029108309990662936,0.36524276377217557
The Two Gossips,Celtic,0.2424885924885925,0.4892798642798643
King Thrushbeard,German,0.041869048334822134,0.5429420337158433
Domingo's Cat,Brazilian,0.12086336336336334,0.6264564564564565
The Gwineeboos the Redbreasts,Australian Ethnic,-0.004397130647130652,0.4214967439967441
The Three Daughters of King O'Hara,Irish,0.19428221610039795,0.4573637894092439
The Boy and the Dragon,Canadian Native,0.13230810657596373,0.5012670068027212
The God of War,Chinese,0.11622444684944686,0.4312728475228475
Queen Crane,Swedish,0.051826493818681305,0.3508814102564102
Elsa and the Ten Elves,Swedish,0.21740688131313132,0.5417460317460316
The Boy Who Stole Apples,Greek,0.012698412698412691,0.3396825396825397
The Bell of Dojoji,Japanese,0.10792532197173749,0.4910109171873881
Kwang-Jui and The God Of The River,Chinese,0.12945561606851932,0.538661577371255
The Origin of the Mole,Ukrainian,0.03729166666666666,0.6183333333333331
The Princess Who Lost Her Rings,Portuguese,0.12163943001442995,0.46492128659870646
The Talking Wand,Greek,0.11314216710292292,0.47032786335111926
The Battle of the Crabs,Philippine,0.005230639730639748,0.47237037037037044
The Peasant and his Master,Italian,0.09464285714285715,0.5016483516483515
Mr. Cuttlefish's Love Story,Hungarian,0.18606920226238408,0.5403441129577495
The Ass's Brains,Greek,-0.1625,0.37142857142857144
The Frog and the Ox,Greek,-0.001215277777777778,0.40144675925925927
The Steadfast Tin Soldier,Danish,0.09103272989636627,0.48826675849403117
The Merry Wives,Danish,0.03459329833603089,0.5422790839651305
Birth of Fin MacCumhail and Origin of the Fenians of Erin,Irish,0.04302008543624396,0.453144760614273
The Roses and the Sparrows,Scandinavian,0.20965230756897435,0.523559331614887
The Rich Man and the Tanner,Greek,-0.02749999999999999,0.5156666666666667
The Cock Who Caused a Fight Between Two Towns,Nigerian,0.03898148148148148,0.3187962962962963
Of the Pretty Stranger who Killed the King,Nigerian,0.17598673300165843,0.5542620232172469
The Farmer and the Snake,Greek,0.1292517006802721,0.5717687074829932
The Tortoise and the Two Ducks,French,0.15364583333333331,0.5854166666666667
The Old Street Lamp,Nordic,0.18780611307884051,0.49455642135642197
The Green Knight,Danish,0.11317669619942361,0.5640297766206859
Geirlug the King's Daughter,Icelandic,0.09240241781908458,0.5092885392885393
Andras Baive,Sami,0.07028698640540745,0.4530000732350355
The Green Picture,North American Native,-0.06725955204216073,0.4165019762845851
Origin of the Winds,North American Native,0.06339501158182477,0.5185100430704828
The Boasting Traveler,Greek,0.4375,0.63
The Story of the Greek King and the Physician Douban,Arabic,0.22912037037037036,0.5246913580246914
The Old King,German,0.12815489429551935,0.499757427757428
"Cinderella, Or the Little Glass Slipper",French,0.2125110958065504,0.545876832903348
Fox-Fire,Chinese,0.07688172043010752,0.5400537634408601
The Mysterious Buddhist Robe,Chinese,0.14092229860086994,0.5443697770483487
The Miser and His Gold,Greek,0.12,0.52
Clever Grethel,German,0.15856729497354496,0.5032109788359789
The Boy Who Found Fear at Last (Andrew Lang version of Fear),Turkish,0.059096203170136086,0.4786727195568658
The Two Rings,North American Native,0.0767857142857143,0.2952380952380953
The Christmas Fairy of Strasburg,German,0.2088276472205044,0.5014833711262282
The Pellings,Welsh,0.2070015948963317,0.5785087719298245
Why Old Jackal Danced the War-Dance,South African,0.1435239086968791,0.4901009701655462
Robert Roberts and the Fairies,Welsh,0.016142290249433103,0.4136621315192744
The Story of the Wali Dad the Simple-Hearted,Indian,0.18948638167388174,0.4994162435939845
The Wolf and the Sheep,Greek,-0.025000000000000005,0.6111111111111112
The Golden Branch,French,0.16659852716252532,0.5566086130384073
The Thirteenth Son of the King of Erin,Irish,0.07160463074936763,0.4851966454598038
The Story of the Merchant and the Genius,Arabic,0.013078741281866271,0.43549437830687837
The Seven Foals,Norwegian,0.1268141123781367,0.4427143825009679
The Beautiful Daughter Of Liu-Kung,Chinese,0.18384534638385844,0.5476122581448282
Dreams,North American Native,0.10880691147932525,0.5218365303279097
Childe Rowland,English,0.08802104899930986,0.4310366344605474
The Nodding Tiger,Chinese,0.04043867888064314,0.4808433312719031
How the Giantess Guimara Became Small,Brazilian,0.11717895671977298,0.6174178127239351
Outside the Door Like the Mother of St. Peter,Portuguese,-0.030035273368606716,0.508342151675485
The Wolf in Sheep's Clothing,Greek,0.3113888888888888,0.6277777777777778
The Panther,Chinese,-0.06010986184597296,0.45827454438565557
The Light of the Fly,Philippine,0.1736212121212121,0.5912222222222222
"Long, Broad and Quick-Eye",Slavic,0.09230301914580258,0.4378210058364704
The Mice and the Weasels,Greek,-0.06941391941391942,0.565018315018315
The Ass,Italian,-0.019830729166666665,0.35416666666666663
The Story of Sayen,Philippine,0.1513298059964727,0.5220423280423281
Tom Tit Tot,English,0.08390679442508708,0.4477303523035229
Princess Minon-minette,French,0.13564163375074406,0.4960382069280378
Thor's Fight with Hrungner,Nordic,0.020172413793103448,0.6019540229885058
"The Story of Cat, a Mouse, a Lizard and an Owl",Indian,0.09639900647845558,0.5433665745742016
Cat and Mouse in Partnership,German,0.2003840372590373,0.4670182132682133
How the Wicked Tanuki Was Punished,Japanese,0.1357488146773861,0.5236435786435788
Story of a Shoemaker and his Servant Prituitshkin,Russian,0.13918815817751978,0.510756654692825
Knoist and His Three Sons,German,0.027941176470588226,0.5063725490196078
The Cruel Crane Outwitted,Indian,0.07666363223003848,0.48638708513708484
The Dragon-Princess,Chinese,0.16552190534333375,0.49526673062387383
The Cold Lady,Japanese,0.03251849882495044,0.4909343843134166
A Gift from Frigga,Nordic,0.183568908260689,0.5337100456621006
How the Potato Face Blind Man Enjoyed Himself on a Fine Spring Morning,North American Native,0.033753052503052494,0.5426053576053574
Oh: The Tsar of the Forest,Ukrainian,0.07806212333267445,0.45980748315723696
The Barefaced Man and the Pasha's Brother,Albanian,0.1116802422723475,0.41979427736006675
The Stag and the Vine,French,0.04666666666666666,0.3416666666666667
The Prophet of Palmyra,North American Native,0.059302205730777165,0.3597866419294991
The Three Wishes,English,0.08968715393134001,0.4957272056109266
Blue Beard,French,0.11535341972841984,0.49733719983719976
The Hermit's Daughter,Indian,0.20357357869922155,0.5822377688007511
The Wonderful Sheep,French,0.12198103588282173,0.5707266459409314
"The Jackal, the Barber and the Brahmin",Indian,0.15111573498259048,0.5458101258781528
Gray Eagle and His Five Brothers,North American Native,0.11995120925906053,0.4481503345139709
The Brahmarâkshas and the Hair,Indian,0.07585090702947846,0.46000056689342383
The Farmer and the Stork,Greek,0.15999999999999998,0.4600000000000001
The Wonderful Boys,Russian,0.09917143788111529,0.36262742633710376
Bohrah the Kangaroo and Dinewan the Emu,Australian Ethnic,0.09836640211640214,0.5154497354497355
The Two Crabs,Greek,0.3833333333333333,0.38
Two Maidens,Danish,0.05380767811000369,0.4332078257659653
The Mouse Tower,German,0.07034111721611723,0.5534340659340659
How the Brazilian Beetles Got Their Gorgeous Coats,Brazilian,0.05412167609833279,0.3925787131208815
Jack and His Golden Snuff Box,English,0.09750314529220787,0.47583432539682535
The Ugly Princess,Portuguese,0.15309475709475703,0.5608195561052702
The White Hare and the Crocodiles,Japanese,0.0905612936653205,0.5636017897091724
Wisdom and Fortune,Czechoslovak,0.1538831851331852,0.5617221929721931
"The Mouse, the Bird and the Sausage",German,0.07954545454545457,0.5167775314116777
The Idiot,Armenian,0.1394347643097643,0.541939514189514
The Pig and the Sheep,Greek,0.11249999999999999,0.4971153846153847
Drakestail,French,0.1538387961245104,0.4815506424792139
The Story of Prince Yamato Take,Japanese,0.18905102905182014,0.5330007671653241
The Man Bitten by a Dog,Greek,0.7,0.2
How Deep Red Roses Goes Back and Forth Between the Clock and the Looking Glass,North American Native,0.05829147126022125,0.33591397607022605
The Fox Who Served a Lion,Greek,0.1096938775510204,0.42122448979591837
The Fox and the Badger,Japanese,0.11467102080309625,0.40106607229248736
The Devil's Dance-Chamber,North American Native,-0.06135302605890841,0.415370087428911
Oongnairwah and Guinarey,Australian Ethnic,-0.01699652777777778,0.1927777777777778
The Lake of the Lute and the Matchless Mountain,Japanese,0.1819085395736339,0.472280078412154
The Ass and the Masters,French,-0.1875,0.45
The Tale of the Hoodie,Scottish,0.09184957837301587,0.4897445436507935
Jorinde and Joringel,German,0.12274052028218693,0.4619717813051146
The Star Lovers,Japanese,0.10804534105095899,0.5855442061060037
Beauty and the Horns - The Story of an Enchanted Maiden,Slavic,0.15749038938492071,0.5187171378968256
Lady of the Moon,Chinese,0.1354761904761905,0.4727777777777778
Carried Away by the Wind,Polish,0.06138655806675286,0.5092172185678682
"The Spindle, The Shuttle, and the Needle",German,0.12283380681818178,0.4673177083333334
A Long-Bow Story,Indian,0.14759816207184628,0.4718515037593985
The Dragon of the North,Estonian,0.12673722231129647,0.49708563590045063
How Raja Rasâlu Journeyed To The City Of King Sarkap,Indian,0.006481481481481495,0.5099537037037037
Princess Rosamund,Danish,0.13594363734194237,0.5139423594296476
Halos of the Saints,Chinese,0.05907407407407407,0.42537037037037045
Mind or Luck —Which?,Armenian,0.0044011544011543875,0.46937500000000004
The Fire-Leggings,North American Native,0.2973079004329005,0.592643875732111
The Mirror of Matsuyama,Japanese,0.088502702144065,0.5200599650706951
Niagara,North American Native,0.084278729544687,0.5128694237204875
The Old Man and Death,Greek,-0.04444444444444445,0.5194444444444444
Johnny-Cake,English,-0.05054489087301587,0.39111111111111097
Old Esther Dudley,North American Native,0.07888824138824138,0.4621179746179746
The Astronomer,Greek,0.1,0.4
The Three Ruling Gods,Chinese,-0.006606541606541602,0.2739153439153439
The Flail from Heaven,German,0.04459064327485379,0.2821637426900585
Princess Rosette,French,0.13738237351873714,0.5268199465277387
Never Kick a Slipper at the Moon,North American Native,-0.048431712962962975,0.508114478114478
The Twin Hunchbacks,Hungarian,0.00942214576962282,0.5516360856269112
How to Choose a Wife,Serbian,0.2707298136645962,0.4382505175983438
The Twelve Months,Czechoslovak,0.11235525665917293,0.5129637577491656
The Boy with No Name,Albanian,-0.0041442185146564545,0.3959564361024215
The Flight to the Moon,North American Native,0.06203150912106134,0.46567756455816145
The Dancers,German,0.04368329228243018,0.5402298850574712
The Leaping Match,Scandinavian,0.1579740446335274,0.5536904761904762
The Story of the Drummer and the Alligators,Nigerian,0.015789158430667825,0.35682464809823283
